_sentence,_receivers,sentence_id,time,latitude,longitude, altitude ,speed,Speed,Speed,heading,satellites,battery,Battery,gps_sentances,image_id,ssdv_packet_count,,,
"$$KEW02,151,11:18:45,52.432476,-1.015175,5018,1125,224,10,2716,97,707,20*AC7A","G6GVI_LoRa,G7PMO/P,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",151,11:18:45,52.432476,-1.015175," 5,018 ",1125,11.25,10.152,224,10,2.72,27.2,97,707,20,,,
"$$KEW02,152,11:19:18,52.431503,-1.016664,5098,856,206,10,2745,139,707,30*989E","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",152,11:19:18,52.431503,-1.016664," 5,098 ",856,8.56,10.09,206,10,2.75,27.5,139,707,30,,,
"$$KEW02,153,11:19:45,52.430798,-1.017744,5157,1000,210,10,2711,181,707,40*7649","G8HIK,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",153,11:19:45,52.430798,-1.017744," 5,157 ",1000,10,9.786,210,10,2.71,27.1,181,707,40,,,
"$$KEW02,154,11:20:13,52.430035,-1.018767,5239,879,215,9,2706,226,707,50*817F","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",154,11:20:13,52.430035,-1.018767," 5,239 ",879,8.79,8.682,215,9,2.71,27.1,226,707,50,,,
"$$KEW02,155,11:20:48,52.429111,-1.019909,5322,481,187,10,2716,270,707,60*CE30","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",155,11:20:48,52.429111,-1.019909," 5,322 ",481,4.81,7.394,187,10,2.72,27.2,270,707,60,,,
"$$KEW02,156,11:21:30,52.427860,-1.021137,5429,0,0,10,2691,9,708,0*A03E","G6GVI_LoRa,G8KNN,g8fjg-5pi,G6GZH",156,11:21:30,52.42786,-1.021137," 5,429 ",0,4.81,6.644,0,10,2.69,26.9,9,708,0,,,
"$$KEW02,157,11:22:01,52.426704,-1.022147,5425,0,0,9,2662,56,708,10*E859","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",157,11:22:01,52.426704,-1.022147," 5,425 ",0,4.81,5.606,0,9,2.66,26.6,56,708,10,,,
"$$KEW02,158,11:22:31,52.425915,-1.022888,5573,0,0,8,2706,96,708,20*60AE","G8HIK,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",158,11:22:31,52.425915,-1.022888," 5,573 ",0,4.81,6.088,0,8,2.71,27.1,96,708,20,,,
"$$KEW02,159,11:23:01,52.424999,-1.024024,5648,1120,225,10,2696,137,708,30*6DA1","G6GVI_LoRa,G7PMO_PiRx,g8fjg-5pi",159,11:23:01,52.424999,-1.024024," 5,648 ",1120,11.2,7.276,225,10,2.7,27,137,708,30,,,
"$$KEW02,160,11:23:30,52.424099,-1.025051,5720,1075,203,10,2706,178,708,40*66C6","G6GVI_LoRa,G7PMO_PiRx,g8fjg-5pi",160,11:23:30,52.424099,-1.025051," 5,720 ",1075,10.75,8.25,203,10,2.71,27.1,178,708,40,,,
"$$KEW02,161,11:23:57,52.423157,-1.025892,5791,968,201,10,2711,219,708,50*2C52","G6GVI_LoRa,G8KNN,g8fjg-5pi,G6GZH",161,11:23:57,52.423157,-1.025892," 5,791 ",968,9.68,9.098,201,10,2.71,27.1,219,708,50,,,
"$$KEW02,162,11:24:30,52.421959,-1.026903,5862,905,206,9,2706,263,708,60*028B","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",162,11:24:30,52.421959,-1.026903," 5,862 ",905,9.05,10.162,206,9,2.71,27.1,263,708,60,,,
"$$KEW02,163,11:25:00,52.420845,-1.027858,5921,1013,209,7,2687,306,708,70*9C57","BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",163,11:25:00,52.420845,-1.027858," 5,921 ",1013,10.13,9.948,209,7,2.69,26.9,306,708,70,,,
"$$KEW02,164,11:25:30,52.419704,-1.028934,5994,1013,209,10,2682,347,708,80*DFFE","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",164,11:25:30,52.419704,-1.028934," 5,994 ",1013,10.13,9.766,209,10,2.68,26.8,347,708,80,,,
"$$KEW02,165,11:25:55,52.418785,-1.029793,6038,984,190,10,2687,389,708,90*E4D5","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",165,11:25:55,52.418785,-1.029793," 6,038 ",984,9.84,10.102,190,10,2.69,26.9,389,708,90,,,
"$$KEW02,166,11:26:24,52.417686,-1.031103,6118,1136,206,10,2701,429,708,100*F7C8","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",166,11:26:24,52.417686,-1.031103," 6,118 ",1136,11.36,10.766,206,10,2.7,27,429,708,100,,,
"$$KEW02,167,11:27:00,52.416260,-1.032354,6229,1237,204,9,2691,471,708,110*89EC","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",167,11:27:00,52.41626,-1.032354," 6,229 ",1237,12.37,11.344,204,9,2.69,26.9,471,708,110,,,
"$$KEW02,168,11:27:29,52.415249,-1.033827,6318,1302,221,8,2657,510,708,120*325E","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",168,11:27:29,52.415249,-1.033827," 6,318 ",1302,13.02,11.278,221,8,2.66,26.6,510,708,120,,,
"$$KEW02,169,11:28:00,52.414055,-1.035247,6415,980,216,8,2667,550,708,130*19BB","BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",169,11:28:00,52.414055,-1.035247," 6,415 ",980,9.8,11.27,216,8,2.67,26.7,550,708,130,,,
"$$KEW02,170,11:28:28,52.412792,-1.036313,6476,0,0,10,2637,9,709,0*BD43","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",170,11:28:28,52.412792,-1.036313," 6,476 ",0,9.8,10.958,0,10,2.64,26.4,9,709,0,,,
"$$KEW02,171,11:28:59,52.411217,-1.037560,6492,0,0,10,2667,56,709,10*9A00","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",171,11:28:59,52.411217,-1.03756," 6,492 ",0,9.8,11.03,0,10,2.67,26.7,56,709,10,,,
"$$KEW02,172,11:29:28,52.409805,-1.038833,6595,1273,199,10,2642,95,709,20*4055","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",172,11:29:28,52.409805,-1.038833," 6,595 ",1273,12.73,11.046,199,10,2.64,26.4,95,709,20,,,
"$$KEW02,173,11:29:58,52.408161,-1.040233,6683,1310,212,10,2637,137,709,30*C10F","G8HIK,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",173,11:29:58,52.408161,-1.040233," 6,683 ",1310,13.1,11.854,212,10,2.64,26.4,137,709,30,,,
"$$KEW02,174,11:30:26,52.406612,-1.041753,6751,1384,207,9,2642,182,709,40*443A","BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",174,11:30:26,52.406612,-1.041753," 6,751 ",1384,13.84,12.708,207,9,2.64,26.4,182,709,40,,,
"$$KEW02,175,11:30:59,52.404774,-1.043667,6837,1407,219,10,2677,224,709,50*28FB","BUZZ_LORA1,G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi",175,11:30:59,52.404774,-1.043667," 6,837 ",1407,14.07,13.86,219,10,2.68,26.8,224,709,50,,,
"$$KEW02,176,11:31:28,52.403191,-1.045851,6927,1556,216,9,2633,269,709,60*DBD1","G6GVI_LoRa,G7PMO_PiRx,G8HIK,g8fjg-5pi,G8KNN",176,11:31:28,52.403191,-1.045851," 6,927 ",1556,15.56,14.916,216,9,2.63,26.3,269,709,60,,,
"$$KEW02,177,11:31:58,52.401356,-1.048313,6990,1801,221,10,2647,309,709,70*E696","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",177,11:31:58,52.401356,-1.048313," 6,990 ",1801,18.01,15.532,221,10,2.65,26.5,309,709,70,,,
"$$KEW02,178,11:32:25,52.399445,-1.050740,7087,1618,201,10,2633,351,709,80*75C3","BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",178,11:32:25,52.399445,-1.05074," 7,087 ",1618,16.18,16.342,201,10,2.63,26.3,351,709,80,,,
"$$KEW02,179,11:32:56,52.397480,-1.051108,7144,1789,196,9,2633,395,709,90*0544","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",179,11:32:56,52.39748,-1.051108," 7,144 ",1789,17.89,16.864,196,9,2.63,26.3,395,709,90,,,
"$$KEW02,180,11:33:31,52.394650,-1.052882,7228,1668,210,10,2642,436,709,100*E675","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",180,11:33:31,52.39465,-1.052882," 7,228 ",1668,16.68,17.474,210,10,2.64,26.4,436,709,100,,,
"$$KEW02,181,11:33:55,52.392895,-1.054377,7281,1861,210,10,2633,478,709,110*3792","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",181,11:33:55,52.392895,-1.054377," 7,281 ",1861,18.61,17.594,210,10,2.63,26.3,478,709,110,,,
"$$KEW02,182,11:34:28,52.390903,-1.056544,7371,1861,210,10,2574,519,709,120*82CE","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi",182,11:34:28,52.390903,-1.056544," 7,371 ",1861,18.61,17.562,210,10,2.57,25.7,519,709,120,,,
"$$KEW02,183,11:34:58,52.389202,-1.058897,7447,1602,220,9,2608,563,709,130*277F","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",183,11:34:58,52.389202,-1.058897," 7,447 ",1602,16.02,16.898,220,9,2.61,26.1,563,709,130,,,
"$$KEW02,184,11:35:28,52.387783,-1.061429,7542,1457,227,10,2618,604,709,140*0BB3","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",184,11:35:28,52.387783,-1.061429," 7,542 ",1457,14.57,15.864,227,10,2.62,26.2,604,709,140,,,
"$$KEW02,185,11:35:58,52.386463,-1.062884,7612,1151,207,9,2608,645,709,150*2FC5","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",185,11:35:58,52.386463,-1.062884," 7,612 ",1151,11.51,14.138,207,9,2.61,26.1,645,709,150,,,
"$$KEW02,186,11:36:28,52.385277,-1.064425,7675,998,219,9,2569,686,709,160*5EDB","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",186,11:36:28,52.385277,-1.064425," 7,675 ",998,9.98,12.036,219,9,2.57,25.7,686,709,160,,,
"$$KEW02,187,11:36:58,52.384438,-1.065716,7744,810,243,9,2564,726,709,170*1985","BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",187,11:36:58,52.384438,-1.065716," 7,744 ",810,8.1,9.694,243,9,2.56,25.6,726,709,170,,,
"$$KEW02,188,11:37:28,52.383923,-1.066744,7810,431,212,9,2608,769,709,180*A328","BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",188,11:37:28,52.383923,-1.066744," 7,810 ",431,4.31,9.468,212,9,2.61,26.1,769,709,180,,,
"$$KEW02,189,11:37:58,52.382996,-1.068915,7883,1344,224,10,2603,809,709,190*C66B","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",189,11:37:58,52.382996,-1.068915," 7,883 ",1344,13.44,9.854,224,10,2.6,26,809,709,190,,,
"$$KEW02,190,11:38:28,52.382172,-1.071344,7971,1344,224,9,2613,848,709,200*514C","BUZZ_LORA1,G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi",190,11:38:28,52.382172,-1.071344," 7,971 ",1344,13.44,9.848,224,9,2.61,26.1,848,709,200,,,
"$$KEW02,191,11:38:58,52.381447,-1.073270,8030,995,233,9,2853,891,709,210*69D7","BUZZ_LORA1,G6GVI_LoRa,G6GZH,g8fjg-5pi",191,11:38:58,52.381447,-1.07327," 8,030 ",995,9.95,10.218,233,9,2.85,28.5,891,709,210,,,
"$$KEW02,192,11:39:28,52.381004,-1.074515,8096,995,233,10,2583,931,709,220*0829","BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",192,11:39:28,52.381004,-1.074515," 8,096 ",995,9.95,11.346,233,10,2.58,25.8,931,709,220,,,
"$$KEW02,193,11:39:58,52.380932,-1.076232,8184,0,0,10,2579,11,710,0*D3E4","BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",193,11:39:58,52.380932,-1.076232," 8,184 ",0,9.95,10.648,0,10,2.58,25.8,11,710,0,,,
"$$KEW02,194,11:40:29,52.380932,-1.076232,8184,0,0,0,2539,65,710,10*C461","BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",194,11:40:29,52.380932,-1.076232," 8,184 ",0,9.95,10.506,0,0,2.54,25.4,65,710,10,,,
"$$KEW02,195,11:40:59,52.381008,-1.079678,8262,1273,240,10,2510,110,710,20*B7FB","BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",195,11:40:59,52.381008,-1.079678," 8,262 ",1273,12.73,9.524,240,10,2.51,25.1,110,710,20,,,
"$$KEW02,196,11:41:29,52.380703,-1.080884,8347,504,292,10,2569,151,710,30*75A9","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",196,11:41:29,52.380703,-1.080884," 8,347 ",504,5.04,8.238,292,10,2.57,25.7,151,710,30,,,
"$$KEW02,197,11:41:58,52.380363,-1.082138,8420,352,244,10,2559,197,710,40*DD04","BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",197,11:41:58,52.380363,-1.082138," 8,420 ",352,3.52,6.538,244,10,2.56,25.6,197,710,40,,,
"$$KEW02,198,11:42:28,52.380085,-1.083007,8533,145,222,10,2559,242,710,50*5702","BUZZ_LORA1,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",198,11:42:28,52.380085,-1.083007," 8,533 ",145,1.45,5.246,222,10,2.56,25.6,242,710,50,,,
"$$KEW02,199,11:42:59,52.379688,-1.083671,8629,349,235,10,2579,286,710,60*F3F1","BUZZ_LORA1,G6GVI_LoRa,G6GZH,g8fjg-5pi,G8KNN",199,11:42:59,52.379688,-1.083671," 8,629 ",349,3.49,3.824,235,10,2.58,25.8,286,710,60,,,
"$$KEW02,200,11:43:28,52.379242,-1.084615,8710,562,202,10,2564,328,710,70*E3FE","BUZZ_LORA1,G6GVI_LoRa,G6GZH,g8fjg-5pi,G8KNN",200,11:43:28,52.379242,-1.084615," 8,710 ",562,5.62,3.734,202,10,2.56,25.6,328,710,70,,,
"$$KEW02,201,11:43:58,52.378681,-1.084880,8759,459,229,10,2549,370,710,80*3855","BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",201,11:43:58,52.378681,-1.08488," 8,759 ",459,4.59,3.884,229,10,2.55,25.5,370,710,80,,,
"$$KEW02,202,11:44:25,52.378281,-1.085059,8808,427,152,10,2579,411,710,90*8638","BUZZ_LORA1,G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi",202,11:44:25,52.378281,-1.085059," 8,808 ",427,4.27,4.368,152,10,2.58,25.8,411,710,90,,,
"$$KEW02,203,11:44:56,52.377621,-1.085024,8946,387,141,9,2696,453,710,100*8137","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",203,11:44:56,52.377621,-1.085024," 8,946 ",387,3.87,4.918,141,9,2.7,27,453,710,100,,,
"$$KEW02,204,11:45:25,52.376720,-1.084620,9004,624,182,9,2588,495,710,110*4F95","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",204,11:45:25,52.37672,-1.08462," 9,004 ",624,6.24,5.612,182,9,2.59,25.9,495,710,110,,,
"$$KEW02,205,11:45:53,52.376038,-1.084216,9071,909,153,10,2559,541,710,120*449F","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",205,11:45:53,52.376038,-1.084216," 9,071 ",909,9.09,6.574,153,10,2.56,25.6,541,710,120,,,
"$$KEW02,206,11:46:22,52.374878,-1.084509,9126,940,183,8,2687,580,710,130*8066","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",206,11:46:22,52.374878,-1.084509," 9,126 ",940,9.4,6.962,183,8,2.69,26.9,580,710,130,,,
"$$KEW02,207,11:46:52,52.373661,-1.084659,9192,621,187,9,2559,619,710,140*F3C9","BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",207,11:46:52,52.373661,-1.084659," 9,192 ",621,6.21,7.176,187,9,2.56,25.6,619,710,140,,,
"$$KEW02,208,11:47:28,52.372711,-1.085423,9275,494,225,9,2559,660,710,150*521E","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",208,11:47:28,52.372711,-1.085423," 9,275 ",494,4.94,6.916,225,9,2.56,25.6,660,710,150,,,
"$$KEW02,209,11:47:58,52.372009,-1.086356,9353,494,225,8,2564,701,710,160*C3F5","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",209,11:47:58,52.372009,-1.086356," 9,353 ",494,4.94,6.49,225,8,2.56,25.6,701,710,160,,,
"$$KEW02,210,11:48:28,52.371433,-1.087362,9425,696,248,9,2554,740,710,170*9BD0","G8HIK,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",210,11:48:28,52.371433,-1.087362," 9,425 ",696,6.96,5.56,248,9,2.55,25.5,740,710,170,,,
"$$KEW02,211,11:48:58,52.370716,-1.087308,9509,475,175,9,2564,783,710,180*DD70","G6GVI_LoRa,G7PMO_PiRx,g8fjg-5pi",211,11:48:58,52.370716,-1.087308," 9,509 ",475,4.75,6.6,175,9,2.56,25.6,783,710,180,,,
"$$KEW02,212,11:49:28,52.369846,-1.086517,9593,1141,137,8,2529,823,710,190*3749","BUZZ_LORA1,G6GVI_LoRa,G7PMO_PiRx,g8fjg-5pi",212,11:49:28,52.369846,-1.086517," 9,593 ",1141,11.41,7.566,137,8,2.53,25.3,823,710,190,,,
"$$KEW02,213,11:49:58,52.368687,-1.085560,9685,977,140,9,2554,864,710,200*E87A","BUZZ_LORA1,G6GVI_LoRa,G7PMO_PiRx,G8HIK,g8fjg-5pi",213,11:49:58,52.368687,-1.08556," 9,685 ",977,9.77,8.632,140,9,2.55,25.5,864,710,200,,,
"$$KEW02,214,11:50:28,52.367447,-1.084823,9729,1027,155,8,2579,904,710,210*F3D4","BUZZ_LORA1,G8HIK,G6GVI_LoRa,g8fjg-5pi",214,11:50:28,52.367447,-1.084823," 9,729 ",1027,10.27,9.332,155,8,2.58,25.8,904,710,210,,,
"$$KEW02,215,11:50:58,52.366024,-1.084406,9819,1046,167,8,2569,947,710,220*193A","BUZZ_LORA1,G6GVI_LoRa,G7PMO_PiRx,G8HIK,g8fjg-5pi",215,11:50:58,52.366024,-1.084406," 9,819 ",1046,10.46,10.474,167,8,2.57,25.7,947,710,220,,,
"$$KEW02,216,11:51:28,52.364658,-1.084324,9912,1046,167,7,2554,988,710,230*D77D","BUZZ_LORA1,G8HIK,G7PMO_PiRx,G6GVI_LoRa,g8fjg-5pi",216,11:51:28,52.364658,-1.084324," 9,912 ",1046,10.46,10.284,167,7,2.55,25.5,988,710,230,,,
"$$KEW02,217,11:52:10,52.363678,-1.083706,10003,0,0,8,2510,8,711,0*E326","BUZZ_LORA1,G6GVI_LoRa,G7PMO_PiRx,G8HIK,g8fjg-5pi",217,11:52:10,52.363678,-1.083706," 10,003 ",0,10.46,10.422,0,8,2.51,25.1,8,711,0,,,
"$$KEW02,218,11:52:41,52.363514,-1.083462,10002,0,0,7,2559,54,711,10*A1ED","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",218,11:52:41,52.363514,-1.083462," 10,002 ",0,10.46,8.788,0,7,2.56,25.6,54,711,10,,,
"$$KEW02,219,11:53:11,52.363537,-1.082931,10179,210,138,8,2544,97,711,20*789D","BUZZ_LORA1,G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi",219,11:53:11,52.363537,-1.082931," 10,179 ",210,2.1,8.552,138,8,2.54,25.4,97,711,20,,,
"$$KEW02,220,11:53:40,52.363277,-1.082336,10270,928,111,8,2471,143,711,30*1D9D","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",220,11:53:40,52.363277,-1.082336," 10,270 ",928,9.28,8.042,111,8,2.47,24.7,143,711,30,,,
"$$KEW02,221,11:54:10,52.362282,-1.082340,10347,791,188,7,2579,185,711,40*224D","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",221,11:54:10,52.362282,-1.08234," 10,347 ",791,7.91,7.166,188,7,2.58,25.8,185,711,40,,,
"$$KEW02,222,11:54:40,52.361530,-1.082717,10418,608,219,8,2554,226,711,50*80A6","BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",222,11:54:40,52.36153,-1.082717," 10,418 ",608,6.08,5.862,219,8,2.55,25.5,226,711,50,,,
"$$KEW02,223,11:55:07,52.360954,-1.083363,10479,394,220,8,2554,268,711,60*D86C","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",223,11:55:07,52.360954,-1.083363," 10,479 ",394,3.94,6.914,220,8,2.55,25.5,268,711,60,,,
"$$KEW02,224,11:55:37,52.360157,-1.084149,10543,736,244,8,2510,309,711,70*D637","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",224,11:55:37,52.360157,-1.084149," 10,543 ",736,7.36,6.718,244,8,2.51,25.1,309,711,70,,,
"$$KEW02,225,11:56:07,52.359188,-1.084750,10633,830,202,7,2569,350,711,80*372F","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",225,11:56:07,52.359188,-1.08475," 10,633 ",830,8.3,6.426,202,7,2.57,25.7,350,711,80,,,
"$$KEW02,226,11:56:40,52.358047,-1.085558,10733,645,190,7,2525,390,711,90*7ACC","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",226,11:56:40,52.358047,-1.085558," 10,733 ",645,6.45,6.5,190,7,2.52,25.2,390,711,90,,,
"$$KEW02,227,11:57:10,52.357628,-1.086619,10772,645,190,7,2539,430,711,100*45FD","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",227,11:57:10,52.357628,-1.086619," 10,772 ",645,6.45,7.002,190,7,2.54,25.4,430,711,100,,,
"$$KEW02,228,11:57:40,52.357361,-1.087154,10839,37,242,6,2520,471,711,110*3ECB","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",228,11:57:40,52.357361,-1.087154," 10,839 ",37,6.45,7.392,242,6,2.52,25.2,471,711,110,,,
"$$KEW02,229,11:58:10,52.358170,-1.085585,10768,931,70,7,2529,512,711,120*675C","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",229,11:58:10,52.35817,-1.085585," 10,768 ",931,9.31,7.594,70,7,2.53,25.3,512,711,120,,,
"$$KEW02,230,11:58:20,52.358017,-1.084935,10738,931,70,7,2554,524,712,0*B4A3","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",230,11:58:20,52.358017,-1.084935," 10,738 ",931,9.31,7.886,70,7,2.55,25.5,524,712,0,,,
"$$KEW02,231,11:58:27,52.357883,-1.084807,10755,791,93,6,2490,565,712,10*4F8E","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",231,11:58:27,52.357883,-1.084807," 10,755 ",791,7.91,8.444,93,6,2.49,24.9,565,712,10,,,
"$$KEW02,232,11:58:33,52.357742,-1.084586,10772,924,86,7,2559,609,712,20*442D","G8HIK,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",232,11:58:33,52.357742,-1.084586," 10,772 ",924,9.24,8.882,86,7,2.56,25.6,609,712,20,,,
"$$KEW02,233,11:58:40,52.357559,-1.084378,10795,864,103,7,2583,643,712,30*482C","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",233,11:58:40,52.357559,-1.084378," 10,795 ",864,8.64,8.748,103,7,2.58,25.8,643,712,30,,,
"$$KEW02,234,11:58:46,52.357372,-1.084109,10801,864,103,7,2549,676,712,40*AFD3","G8HIK,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",234,11:58:46,52.357372,-1.084109," 10,801 ",864,8.64,8.614,103,7,2.55,25.5,676,712,40,,,
"$$KEW02,235,11:58:53,52.357170,-1.083824,10812,864,103,5,2569,709,712,50*1DAC","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",235,11:58:53,52.35717,-1.083824," 10,812 ",864,8.64,8.76,103,5,2.57,25.7,709,712,50,,,
"$$KEW02,236,11:59:00,52.356945,-1.083616,10831,864,103,4,2603,741,712,60*B60C","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",236,11:59:00,52.356945,-1.083616," 10,831 ",864,8.64,8.718,103,4,2.6,26,741,712,60,,,
"$$KEW02,237,11:59:06,52.356686,-1.083409,10840,903,146,5,2539,777,712,70*F54F","BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",237,11:59:06,52.356686,-1.083409," 10,840 ",903,9.03,8.772,146,5,2.54,25.4,777,712,70,,,
"$$KEW02,238,11:59:13,52.356503,-1.083174,10872,891,124,7,2598,813,712,80*8AFD","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",238,11:59:13,52.356503,-1.083174," 10,872 ",891,8.91,9.104,124,7,2.6,26,813,712,80,,,
